paper_id,source_collection,title,year,date_raw,venue,authors,doi,url,abstract,abstract_chars
47,ANN,"On Efficient Approximate Aggregate Nearest Neighbor Queries over Learned Representations",2026,"2026-04-02 2026-04-02","Proceedings of the ACM on Management of Data","Wang, Carrie; Amer-Yahia, Sihem; Lakshmanan, Laks V.S.; Cheng, Reynold",10.1145/3786672,https://dl.acm.org/doi/10.1145/3786672,"We study Aggregation Queries over Nearest Neighbors (AQNN), which compute aggregates over the learned representations of the neighborhood of a designated query object. For example, a medical professional may be interested in               the average heart rate of patients whose representations are similar to that of an insomnia patient.               Answering AQNNs accurately and efficiently is challenging due to the high cost of generating high-quality representations (e.g., via a deep learning model trained on human expert annotations) and the different sensitivities of different aggregation functions to neighbor selection errors. We address these challenges by combining high-quality and low-cost representations to approximate the aggregate. We characterize value- and count-sensitive AQNNs and propose the               Sampler with Precision-Recall in Target               (               SPRinT               ), a query answering framework that works in three steps: (1) sampling, (2) nearest neighbor selection, and (3) aggregation. We further establish theoretical bounds on sample sizes and aggregation errors. Extensive experiments on five datasets from three domains (medical, social media, and e-commerce) demonstrate that               SPRinT               achieves the lowest aggregation error with minimal computation cost in most cases compared to existing solutions.               SPRinT               's performance remains stable as dataset size grows, confirming its scalability for large-scale applications requiring both accuracy and efficiency.",1578
46,ANN,"RAIRS: Optimizing Redundant Assignment and List Layout for IVF-Based ANN Search",2026,"2026-04-02 2026-04-02","Proceedings of the ACM on Management of Data","Yang, Zehai; Chen, Shimin",10.1145/3786687,https://dl.acm.org/doi/10.1145/3786687,"IVF is one of the most widely used ANNS (Approximate Nearest Neighbors Search) methods in vector databases. The idea of redundant assignment is to assign a data vector to more than one IVF lists for reducing the chance of missing true neighbors in IVF search. However, the naive strategy, which selects the second IVF list based on the distance between a data vector and the list centroids, performs poorly. Previous work focuses only on the inner product distance, while there is no optimized list selection study for the most popular Euclidean space. Moreover, the IVF search may access the same vector in more than one lists, resulting in redundant distance computation and decreasing query throughput.             In this paper, we present RAIRS to address the above two challenges. For the challenge of the list selection, we propose an optimized AIR metric for the Euclidean space. AIR takes not only distances but also directions into consideration in order to support queries that are closer to the data vector but father away from the first chosen list's centroid. For the challenge of redundant distance computation, we propose SEIL, an optimized list layout that exploits shared cells to reduce repeated distance computations for IVF search. Our experimental results using representative real-world data sets show that RAIRS out-performs existing redundant assignment solutions and achieves up to 1.33x improvement over the best-performing IVF method, IVF-PQ Fast Scan with refinement.",1496
45,SIGMOD/VLDB,"Reveal Hidden Pitfalls and Navigate Next Generation of Vector Similarity Search from Task-Centric Views: [Experiments & Analysis]",2026,"2026-04-02 2026-04-02","Proceedings of the ACM on Management of Data","Chen, Tingyang; Fu, Cong; Wu, Jiahua; Wu, Haotian; Fan, Hua; Ke, Xiangyu; Gao, Yunjun; Ni, Yabo; Zeng, Anxiang",10.1145/3786690,https://dl.acm.org/doi/10.1145/3786690,"Vector Similarity Search (VSS) in high-dimensional spaces is rapidly emerging as core functionality in next-generation database systems for numerous data-intensive services -- from embedding lookups in large language models (LLMs), to semantic information retrieval and recommendation engines. Current benchmarks, however, evaluate VSS primarily on the recall-latency trade-off against a ground truth defined solely by distance metrics, neglecting how retrieval quality ultimately impacts downstream tasks. This disconnect can mislead both academic research and industrial practice.                            We present Iceberg, a holistic benchmark suite for end-to-end evaluation of VSS methods in realistic application contexts. From a task-centric view, Iceberg uncovers the               Information Loss Funnel               , which identifies three principal sources of end-to-end performance degradation: (1)               Embedding Loss               during feature extraction; (2)               Metric Misuse               , where distances poorly reflect task relevance; (3)               Data Distribution Sensitivity               , highlighting index robustness across skews and modalities. For a more comprehensive assessment, Iceberg spans eight diverse datasets across key domains such as image classification, face recognition, text retrieval, and recommendation systems. Each dataset, ranging from 1M to 100M vectors, includes rich, task-specific labels and evaluation metrics, enabling assessment of retrieval algorithms within the full application pipeline rather than in isolation. Iceberg benchmarks 13 state-of-the-art VSS methods and re-ranks them based on application-level metrics, revealing substantial deviations from traditional rankings derived purely from recall-latency evaluations. Building on these insights, we define a set of task-centric meta-features and derive an interpretable decision tree to guide practitioners in selecting and tuning VSS methods for their specific workloads. Finally, we outline promising avenues for future research aimed at closing the gap between synthetic VSS benchmarks and production deployments.",2165
21,ANN,"SVFusion: A CPU-GPU Co-Processing Architecture for Large-Scale Real-Time Vector Search",2026,"2026-01-13 2026-01-13",,"Peng, Yuchen; Yang, Dingyu; Xie, Zhongle; Sun, Ji; Shou, Lidan; Chen, Ke; Chen, Gang",10.48550/arXiv.2601.08528,http://arxiv.org/abs/2601.08528,"Approximate Nearest Neighbor Search (ANNS) underpins modern applications such as information retrieval and recommendation. With the rapid growth of vector data, efficient indexing for real-time vector search has become rudimentary. Existing CPU-based solutions support updates but suffer from low throughput, while GPU-accelerated systems deliver high performance but face challenges with dynamic updates and limited GPU memory, resulting in a critical performance gap for continuous, large-scale vector search requiring both accuracy and speed. In this paper, we present SVFusion, a GPU-CPU-disk collaborative framework for real-time vector search that bridges sophisticated GPU computation with online updates. SVFusion leverages a hierarchical vector index architecture that employs CPU-GPU co-processing, along with a workload-aware vector caching mechanism to maximize the efficiency of limited GPU memory. It further enhances performance through real-time coordination with CUDA multi-stream optimization and adaptive resource management, along with concurrency control that ensures data consistency under interleaved queries and updates. Empirical results demonstrate that SVFusion achieves significant improvements in query latency and throughput, exhibiting a 20.9x higher throughput on average and 1.3x to 50.7x lower latency compared to baseline methods, while maintaining high recall for large-scale datasets under various streaming workloads.",1455
56,ANN,"TaCo: Data-adaptive and Query-aware Subspace Collision for High-dimensional Approximate Nearest Neighbor Search",2026,"2026-03-26 2026-03-26",,"Wei, Jiuqi; Liao, Zhenyu; Han, Ruoyu; Xu, Quanqing; Yang, Chuanhui; Palpanas, Themis",10.48550/arXiv.2603.24919,http://arxiv.org/abs/2603.24919,"Approximate Nearest Neighbor Search (ANNS) in high-dimensional Euclidean spaces is a fundamental problem with broad applications. Subspace Collision is a newly proposed ANNS framework that provides a novel paradigm for similarity search and achieves superior indexing and query performance. However, the subspace collision framework remains data-agnostic and query-oblivious, resulting in imbalanced index construction and wasted query overhead. In this paper, we address these limitations from two aspects: first, we design a subspace-oriented data transformation mechanism by averaging the entropies computed over each subspace of the transformed data, which ensures balanced subspace partitioning (in an information theoretical sense) and enables data-adaptive subspace collision; second, we present query-aware and scalable query strategies that dynamically allocate overhead for each query and accelerate collision probing within subspaces. Building on these ideas, we propose a novel data-adaptive and query-aware subspace collision method, abbreviated as TaCo, which achieves efficient and accurate ANN search while maintaining an excellent balance between indexing and query performance. Extensive experiments on real-world datasets demonstrate that, when compared to state-of-the-art subspace collision methods, TaCo achieves up to 8x speedup in indexing and reduces to 0.6x memory footprint, while achieving over 1.5x query throughput. Moreover, TaCo achieves state-of-the-art indexing performance and provides an effective balance between indexing and query efficiency, even when compared with advanced methods beyond the subspace-collision paradigm. This paper was published in SIGMOD 2026.",1702
44,SIGMOD/VLDB,"VecFlow-Chamfer: A GPU-based Data Management System for High-Performance Multi-Vector Search on Superchips",2026,"2026-04-02 2026-04-02","Proceedings of the ACM on Management of Data","Mo, Chenghao; Karsin, Ben; Adams, Philip; Zhang, Minjia",10.1145/3786706,https://dl.acm.org/doi/10.1145/3786706,"Many emerging AI applications demand retrieval systems that go beyond document-level relevance and capture token-level semantics. Multi-vector search addresses this need through fine-grained semantic matching between token-level embeddings of queries and documents. However, it introduces significant system challenges, including compute-intensive set-to-set scoring, complex candidate filtering, and high memory overhead from storing dense token-level embeddings. Prior systems mitigate these challenges through GPU-based similarity calculation and indexing structures (e.g., IVFPQ-GPU) but often at the cost of reduced retrieval accuracy and suffer from low GPU utilization. We present \name, a GPU-based vector data management system that enables low-latency and high-recall multi-vector search on modern Superchip architectures. \name achieves this through a combination of three novel optimizations: (1) \maxivf, a GPU-native, compression-free index tailored for multi-vector search with fine-grained anchor vectors enabling scalable index construction and low-latency, high-accuracy candidate generation via CAGRA-based GPU routing; (2) \chamferkernel, a highly-optimized GPU kernel that enables single-digit millisecond Chamfer scoring over tens of thousands of candidate documents; and (3) \zerocomp, a tiered vector storage layer that supports on-demand, low-latency access to full-precision embeddings across Grace-Hopper NVLink-C2C interconnects. Together, these techniques enable \name to perform multi-vector search over hundreds of millions of document token embeddings with unprecedented high recall and low latency. Compared to state-of-the-art systems like PLAID and MUVERA, \name achieves an order-of-magnitude lower latency while significantly improving recall.",1780
23,ANN,"A Topology-Aware Localized Update Strategy for Graph-Based ANN Index",2025,"2025-03-01 2025-03-01",,"Yu, Song; Lin, Shengyuan; Gong, Shufeng; Xie, Yongqing; Liu, Ruicheng; Zhou, Yijie; Sun, Ji; Zhang, Yanfeng; Li, Guoliang; Yu, Ge",10.48550/arXiv.2503.00402,https://ui.adsabs.harvard.edu/abs/2025arXiv250300402Y,"The graph-based index has been widely adopted to meet the demand for approximate nearest neighbor search (ANNS) for high-dimensional vectors. However, in dynamic scenarios involving frequent vector insertions and deletions, existing systems improve update throughput by adopting a batch update method. However, a large batch size leads to significant degradation in search accuracy. This work aims to improve the performance of graph-based ANNS systems in small-batch update scenarios, while maintaining high search efficiency and accuracy. We identify two key issues in existing batch update systems for small-batch updates. First, the system needs to scan the entire index file to identify and update the affected vertices, resulting in excessive unnecessary I/O. Second, updating the affected vertices introduces many new neighbors, frequently triggering neighbor pruning. To address these issues, we propose a topology-aware localized update strategy for graph-based ANN index. We introduce a lightweight index topology to identify affected vertices efficiently and employ a localized update strategy that modifies only the affected vertices in the index file. To mitigate frequent heavy neighbor pruning, we propose a similar neighbor replacement strategy, which connects the affected vertices to only a small number (typically one) of the most similar outgoing neighbors of the deleted vertex during repair. Based on extensive experiments on real-world datasets, our update strategy achieves 2.47X-6.45X higher update throughput than the state-of-the-art system FreshDiskANN while maintaining high search efficiency and accuracy.",1635
5,ANN,"Accelerating Approximate Nearest Neighbor Search in Hierarchical Graphs: Efficient Level Navigation with Shortcuts",2025,"2025-06-00 06/2025","Proceedings of the VLDB Endowment","Gong, Zengyang; Zeng, Yuxiang; Chen, Lei",10.14778/3748191.3748212,https://dl.acm.org/doi/10.14778/3748191.3748212,"Approximate Nearest Neighbor (ANN) search is a foundational yet computationally demanding query in vector databases, critical for applications such as information retrieval and generative AI inference. Hierarchical graph-based methods have attracted significant attention due to their promising query performances compared to other indexes for ANN search. However, these methods still face efficiency bottlenecks because they rely on exhaustive and level-by-level traversals within hierarchical graphs. This paper introduces SHG, a novel hierarchical graph-based index that enhances search efficiency by bypassing intermediate and redundant levels. Specifically, SHG leverages a hierarchical vector compression method to reduce the time spent on distance computations, and employs a new data structure called shortcuts to determine the number of intermediate levels that can be safely skipped. Extensive experiments demonstrate that our solution achieves 1.5–1.8× speedup compared to state-of-the-art methods. Meanwhile, our method significantly improves the robustness of ANN search, boosting recall by up to 20% for certain queries on benchmark datasets.",1156
82,ANN,"Accelerating Graph Indexing for ANNS on Modern CPUs",2025,"2025-06-17 2025-06-17","Proceedings of the ACM on Management of Data","Wang, Mengzhao; Wu, Haotian; Ke, Xiangyu; Gao, Yunjun; Zhu, Yifan; Zhou, Wenchao",10.1145/3725260,https://dl.acm.org/doi/10.1145/3725260,"In high-dimensional vector spaces, Approximate Nearest Neighbor Search (ANNS) is a key component in database and artificial intelligence infrastructures. Graph-based ANNS methods, particularly HNSW, have emerged as leading solutions, offering an impressive trade-off between search efficiency and accuracy. Many vector databases utilize graph indexes as their core algorithms, benefiting from various optimizations to enhance search performance. However, the high indexing time associated with graph algorithms poses a significant challenge, especially given the increasing volume of data, query processing complexity, and dynamic index maintenance demand. This has rendered indexing time a critical performance metric for users.                            In this paper, we comprehensively analyze the underlying causes of the low graph indexing efficiency on modern CPUs, identifying that distance computation dominates indexing time, primarily due to high memory access latency and suboptimal arithmetic operation efficiency. We demonstrate that distance comparisons during index construction can be effectively performed using compact vector codes at an appropriate compression error. Drawing from insights gained through integrating existing compact coding methods in the graph indexing process, we propose a novel compact coding strategy, named               Flash,               designed explicitly for graph indexing and optimized for modern CPU architectures. By minimizing random memory accesses and maximizing the utilization of SIMD (Single Instruction, Multiple Data) instructions,               Flash               significantly enhances cache hit rates and arithmetic operations. Extensive experiments conducted on eight real-world datasets, ranging from ten million to one billion vectors, exhibit that               Flash               achieves a speedup of 10.4× to 22.9× in index construction efficiency, while maintaining or improving search performance.",1974
36,ANN,"Accelerating High-Dimensional ANN Search via Skipping Redundant Distance Computations",2025,"2025-12-04 2025-12-04","Proceedings of the ACM on Management of Data","Song, Ziwen; Wang, Bin; Yang, Xiaochun",10.1145/3769753,https://dl.acm.org/doi/10.1145/3769753,"Graph-based methods for high-dimensional Approximate Nearest Neighbor (ANN) search have achieved remarkable success. Recent studies have revealed that DCO (distance comparison operation) is a bottleneck in graph-based methods due to distance computations. Optimizations such as ADSampling, DDC and DADE are employed to alleviate this issue by terminating the distance computation early. Although these optimizations achieve significant speedup, they rely on an estimation-and-testing process for early termination. Their effectiveness diminishes when SIMD (Single Instruction Multiple Data) acceleration is enabled in distance computation, the cost introduced in estimation-and-testing process may outweigh the benefit of early termination, leading to performance degradation. Furthermore, the best-first-search strategy employed in graph-based methods requires DCO for all neighboring points, incurring redundant distance computation. To address these issues, in this paper, we first perform a cost analysis to reveal the inefficiency of existing DCO optimizations under SIMD-enabled setting. We then analyze the current search strategy to demonstrate that not all neighboring nodes require DCO. Based on these analyses, we present SkipComputing to accelerate the ANN search. Specifically, we first propose a subspace-based candidate search strategy to identify promising points for DCO, thereby eliminating the reliance on estimation-and-testing based DCO optimization for low potential points. We then develop a lower-bound pruning method based on distance decomposition to enable early termination of distance computations in DCO. Finally, we optimize the data layout to reduce the overhead of random memory access during candidate search. When SIMD is enabled, experimental results show that SkipComputing substantially outperforms HNSW, achieving up to 6x performance improvement. Furthermore, it achieves up to 2.7x speedup over state-of-the-art optimization methods while maintaining competitive space efficiency.",2021
76,ANN,"Aster: Enhancing LSM-structures for Scalable Graph Database",2025,"2025-02-10 2025-02-10","Proceedings of the ACM on Management of Data","Mo, Dingheng; Liu, Junfeng; Wang, Fan; Luo, Siqiang",10.1145/3709662,https://dl.acm.org/doi/10.1145/3709662,"There is a proliferation of applications requiring the management of large-scale, evolving graphs under workloads with intensive graph updates and lookups. Driven by this challenge, we introduce               Poly-LSM               , a high-performance key-value storage engine for graphs with the following novel techniques: (1)               Poly-LSM               is embedded with a new design of graph-oriented LSM-tree structure that features a hybrid storage model for concisely and effectively storing graph data. (2)               Poly-LSM               utilizes an adaptive mechanism to handle edge insertions and deletions on graphs with optimized I/O efficiency. (3)               Poly-LSM               exploits the skewness of graph data to encode the key-value entries. Building upon this foundation, we further implement               Aster               , a robust and versatile graph database that supports Gremlin query language facilitating various graph applications. In our experiments, we compared               Aster               against several mainstream real-world graph databases. The results demonstrate that               Aster               outperforms all baseline graph databases, especially on large-scale graphs. Notably, on the billion-scale Twitter graph dataset,               Aster               achieves up to 17x throughput improvement compared to the best-performing baseline graph system.",1431
37,ANN,"Attribute Filtering in Approximate Nearest Neighbor Search: An In-depth Experimental Study",2025,"2025-12-04 2025-12-04","Proceedings of the ACM on Management of Data","Li, Mocheng; Yan, Xiao; Lu, Baotong; Zhang, Yue; Cheng, James; Ma, Chenhao",10.1145/3769763,https://dl.acm.org/doi/10.1145/3769763,"With the growing integration of structured and unstructured data, new methods have emerged for performing similarity searches on vectors while honoring structured attribute constraints, i.e., a process known as Filtering Approximate Nearest Neighbor (Filtering ANN) search. Since many of these algorithms have only appeared in recent years and are designed to work with a variety of base indexing methods and filtering strategies, there is a pressing need for a unified analysis that identifies their core techniques and enables meaningful comparisons.             In this work, we present a unified Filtering ANN search interface that encompasses the latest algorithms and evaluate them extensively from multiple perspectives. First, we propose a comprehensive taxonomy of existing Filtering ANN algorithms based on attribute types and filtering strategies. Next, we analyze their key components, i.e., index structures, pruning strategies, and entry point selection, to elucidate design differences and tradeoffs. We then conduct a broad experimental evaluation on 10 algorithms and 12 methods across 4 datasets (each with up to 10 million items), incorporating both synthetic and real attributes and covering selectivity levels from 0.1% to 100%. Finally, an in-depth component analysis reveals the influence of pruning, entry point selection, and edge filtering costs on overall performance. Based on our findings, we summarize the strengths and limitations of each approach, provide practical guidelines for selecting appropriate methods, and suggest promising directions for future research. Our code is available at: https://github.com/lmccccc/FANNBench.",1661
25,ANN,"ConANN: Conformal Approximate Nearest Neighbor Search",2025,"2025-09-00 09/2025","Proceedings of the VLDB Endowment","Horchidan, Sonia; Zeiher, Fabian; Boström, Henrik; Carbone, Paris",10.14778/3772181.3772184,https://dl.acm.org/doi/10.14778/3772181.3772184,"Approximate Nearest Neighbor (ANN) search is widely used in applications such as recommendation systems, search engines, and natural language processing. Indexing techniques like the Inverted File (IVF) offer efficiency at the cost of accuracy, yet lack formal mechanisms to quantify or control approximation error. Existing approaches that attempt to provide such guarantees typically rely on restrictive assumptions about underlying data distributions, which limits their generalizability. We introduce ConANN, the first framework to provide formal, distribution-free error guarantees for IVF-based ANN search by leveraging recent advances in Conformal Risk Control. Empirical evaluation across five standard benchmarks demonstrates that ConANN: (1) tightly controls approximation error, achieving a worst-case False Negative Rate deviation within 0.03 percentage points of the target; (2) provides formal guarantees without requiring expansion of the search space, and in some cases even reduces the number of probed clusters; (3) dynamically adapts the cluster probes required per query; and (4) incurs negligible overheads when compared to existing state-of-the-art baselines. ConANN is integrated into the FAISS vector search library, facilitating adoption in real-world ANN systems.",1289
27,ANN,"Cost-Effective, Low Latency Vector Search with Azure Cosmos DB",2025,"2025-07-31 2025-07-31",,"Upreti, Nitish; Simhadri, Harsha Vardhan; Sundar, Hari Sudan; Sundaram, Krishnan; Boshra, Samer; Perumalswamy, Balachandar; Atri, Shivam; Chisholm, Martin; Singh, Revti Raman; Yang, Greg; Hass, Tamara; Dudhey, Nitesh; Pattipaka, Subramanyam; Hildebrand, Mark; Manohar, Magdalen; Moffitt, Jack; Xu, Haiyang; Datha, Naren; Gupta, Suryansh; Krishnaswamy, Ravishankar; Gupta, Prashant; Sahu, Abhishek; Varada, Hemeswari; Barthwal, Sudhanshu; Mor, Ritika; Codella, James; Cooper, Shaun; Pilch, Kevin; Moreno, Simon; Kataria, Aayush; Kulkarni, Santosh; Deshpande, Neil; Sagare, Amar; Billa, Dinesh; Fu, Zishan; Vishal, Vipul",10.48550/arXiv.2505.05885,http://arxiv.org/abs/2505.05885,"Vector indexing enables semantic search over diverse corpora and has become an important interface to databases for both users and AI agents. Efficient vector search requires deep optimizations in database systems. This has motivated a new class of specialized vector databases that optimize for vector search quality and cost. Instead, we argue that a scalable, high-performance, and cost-efficient vector search system can be built inside a cloud-native operational database like Azure Cosmos DB while leveraging the benefits of a distributed database such as high availability, durability, and scale. We do this by deeply integrating DiskANN, a state-of-the-art vector indexing library, inside Azure Cosmos DB NoSQL. This system uses a single vector index per partition stored in existing index trees, and kept in sync with underlying data. It supports < 20ms query latency over an index spanning 10 million vectors, has stable recall over updates, and offers approximately 43x and 12x lower query cost compared to Pinecone and Zilliz serverless enterprise products. It also scales out to billions of vectors via automatic partitioning. This convergent design presents a point in favor of integrating vector indices into operational databases in the context of recent debates on specialized vector databases, and offers a template for vector indexing in other databases.",1373
20,ANN,"Cracking Vector Search Indexes",2025,"2025-07-00 07/2025","Proceedings of the VLDB Endowment","Mageirakos, Vasilis; Wu, Bowen; Alonso, Gustavo",10.14778/3749646.3749666,http://arxiv.org/abs/2503.01823,"Retrieval Augmented Generation (RAG) uses vector databases to expand the expertise of an LLM model without having to retrain it. The idea can be applied over data lakes, leading to the notion of embedding data lakes, i.e., a pool of vector databases ready to be used by RAGs. The key component in these systems is the indexes enabling Approximated Nearest Neighbor Search (ANNS). However, in data lakes, one cannot realistically expect to build indexes for every dataset. Thus, we propose an adaptive, partition-based index, CrackIVF, that performs much better than up-front index building. CrackIVF starts answering as a small index, and only expands to improve performance as it sees enough queries. It does so by progressively adapting the index to the query workload. That way, queries can be answered right away without having to build a full index first. After seeing enough queries, CrackIVF will produce an index comparable to those built with conventional techniques. CrackIVF can often answer more than 1 million queries before other approaches have even built the index, achieving 10-1000x faster initialization times. This makes it ideal for cold or infrequently used data and as a way to bootstrap access to unseen datasets.",1237
34,ANN,"DARTH: Declarative Recall Through Early Termination for Approximate Nearest Neighbor Search",2025,"2025-09-22 2025-09-22","Proceedings of the ACM on Management of Data","Chatzakis, Manos; Papakonstantinou, Yannis; Palpanas, Themis",10.1145/3749160,https://dl.acm.org/doi/10.1145/3749160,"Approximate Nearest Neighbor Search (ANNS) presents an inherent tradeoff between performance and recall (i.e., result quality). Each ANNS algorithm provides its own algorithm-dependent parameters to allow applications to influence the recall/performance tradeoff of their searches. This situation is doubly problematic. First, the application developers have to experiment with these algorithm-dependent parameters to fine-tune the parameters that produce the desired recall for each use case. This process usually takes a lot of effort. Even worse, the chosen parameters may produce good recall for some queries, but bad recall for hard queries. To solve these problems, we present DARTH, a method that uses target declarative recall. DARTH uses a novel method for providing target declarative recall on top of an ANNS index by employing an adaptive early termination strategy integrated into the search algorithm. Through a wide range of experiments, we demonstrate that DARTH effectively meets user-defined recall targets while achieving significant speedups, up to 14.6x (average: 6.8x; median: 5.7x) faster than the search without early termination for HNSW and up to 41.8x (average: 13.6x; median: 8.1x) for IVF.",1218
78,ANN,"DEG: Efficient Hybrid Vector Search Using the Dynamic Edge Navigation Graph",2025,"2025-02-10 2025-02-10","Proceedings of the ACM on Management of Data","Yin, Ziqi; Gao, Jianyang; Balsebre, Pasquale; Cong, Gao; Long, Cheng",10.1145/3709679,https://dl.acm.org/doi/10.1145/3709679,"Bimodal data, such as image-text pairs, has become increasingly prevalent in the digital era. The Hybrid Vector Query (HVQ) is an effective approach for querying such data and has recently garnered considerable attention from researchers. It calculates similarity scores for objects represented by two vectors using a weighted sum of each individual vector's similarity, with a query-specific parameter α to determine the weight. Existing methods for HVQ typically construct Approximate Nearest Neighbors Search (ANNS) indexes with a fixed α value. This leads to significant performance degradation when the query's α dynamically changes based on the different scenarios and needs.             In this study, we introduce the Dynamic Edge Navigation Graph ( DEG ), a graph-based ANNS index that maintains efficiency and accuracy with changing α values. It includes three novel components: (1) a greedy Pareto frontier search algorithm to compute a candidate neighbor set for each node, which comprises the node's approximate nearest neighbors for all possible α values; (2) a dynamic edge pruning strategy to determine the final edges from the candidate set and assign each edge an active range. This active range enables the dynamic use of the Relative Neighborhood Graph's pruning strategy based on the query's α values, skipping redundant edges at query time and achieving a better accuracy-efficiency trade-off; and (3) an edge seed method that accelerates the querying process. Extensive experiments on real-world datasets show that DEG demonstrates superior performance compared to existing methods under varying α values.",1628
80,ANN,"DIGRA: A Dynamic Graph Indexing for Approximate Nearest Neighbor Search with Range Filter",2025,"2025-06-17 2025-06-17","Proceedings of the ACM on Management of Data","Jiang, Mengxu; Yang, Zhi; Zhang, Fangyuan; Hou, Guanhao; Shi, Jieming; Zhou, Wenchao; Li, Feifei; Wang, Sibo",10.1145/3725399,https://dl.acm.org/doi/10.1145/3725399,"Recent advancements in AI have enabled models to map real-world entities, such as product images, into high-dimensional vectors, making approximate nearest neighbor search (ANNS) crucial for various applications. Often, these vectors are associated with additional attributes like price, prompting the need for range-filtered ANNS where users seek similar items within specific attribute ranges. Naive solutions like pre-filtering and post-filtering are straightforward but inefficient. Specialized indexes, such as SeRF, SuperPostFiltering, and iRangeGraph, have been developed to address these queries effectively. However, these solutions do not support dynamic updates, limiting their practicality in real-world scenarios where datasets frequently change.                            To address these challenges, we propose               DIGRA,               a novel dynamic graph index for range-filtered ANNS.               DIGRA               supports efficient dynamic updates while maintaining a balance among query efficiency, update efficiency, indexing cost, and result quality. Our approach introduces a dynamic multi-way tree structure combined with carefully integrated ANNS indices to handle range filtered ANNS efficiently. We employ a lazy weight-based update mechanism to significantly reduce update costs and adopt optimized choice of ANNS index to lower construction and update overhead. Experimental results demonstrate that DIGRA achieves superior trade-offs, making it suitable for large-scale dynamic datasets in real-world applications.",1561
6,ANN,"Dynamic Range-Filtering Approximate Nearest Neighbor Search",2025,"2025-06-00 06/2025","Proceedings of the VLDB Endowment","Peng, Zhencan; Qiao, Miao; Zhou, Wenchao; Li, Feifei; Deng, Dong",10.14778/3748191.3748193,https://dl.acm.org/doi/10.14778/3748191.3748193,"Range-filtering approximate nearest neighbor search (RFANNS) has gained significant attention recently. Consider a set               D               of high-dimensional vectors, each associated with a numeric attribute value, e.g., price or timestamp. An RFANNS query consists of a query vector               q               and a query range, reporting the approximate nearest neighbors of               q               among data vectors whose attributes fall in the query range. Existing work on RFANNS only considers a static set               D               of data vectors while in many real-world scenarios, vectors arrive in the system in an arbitrary order. This paper studies dynamic RFANNS where both data vectors and queries arrive in a mixed stream: a query is posed on all the data vectors that have already arrived in the system. Existing work on RFANNS is difficult to be extended to the streaming setting as they construct the index in the order of the attribute values while the vectors arrive in the system in an arbitrary order. The main challenge to the dynamic RFANNS lies in the difference between the two orders. A naive approach to RFANNS maintains multiple hierarchical navigable small-world (HNSW) graphs, one for each of the               O               (|               D               |               2               ) possible query ranges - too expensive to construct and maintain. To design an index structure that can integrate new data vectors with a low index size increment for efficient and effective query processing, we propose a structure called               dynamic segment graph.               It compresses the set of HNSW graphs of the naive approach, proven to be lossless under certain conditions, with only a linear to log |               D               | new edges in expectation when inserting a new vector. This dramatically reduces the index size while largely preserving the search performance. We further propose heuristics to significantly reduce the index cost of our dynamic segment graph in practice. Extensive experimental results show that our approach outperforms existing methods for static RFANNS and is scalable in handling dynamic RFANNS.",2207
40,ANN,"Dynamically Detect and Fix Hardness for Efficient Approximate Nearest Neighbor Search",2025,"2025-12-04 2025-12-04","Proceedings of the ACM on Management of Data","Hua, Zhiyuan; Mo, Qiji; Yao, Zebin; Cui, Lixiao; Liu, Xiaoguang; Wang, Gang; Wei, Zijing; Liu, Xinyu; Tang, Tianxiao; Liu, Shaozhi; Qu, Lin",10.1145/3769783,https://dl.acm.org/doi/10.1145/3769783,"Approximate Nearest Neighbor Search (ANNS) has become a fundamental component in many real-world applications. Among various ANNS algorithms, graph-based methods are state-of-the-art. However, ANNS often suffers from a significant drop in accuracy for certain queries, especially in Out-of-Distribution (OOD) scenarios. To address this issue, a recent approach named RoarGraph constructs a bipartite graph between the base data and historical queries to bridge the gap between two different distributions. However, it suffers from some limitations: (1) Building a bipartite graph between two distributions lacks theoretical support, resulting in the query distribution not being effectively utilized by the graph index. (2) Requires a sufficient number of historical queries before graph construction and suffers from high construction times. (3) When the query workload changes, it requires reconstruction to maintain high search accuracy.                            In this paper, we first propose Escape Hardness, a metric to evaluate the quality of the graph structure around the query. Then we divide the graph search into two stages and dynamically identify and fix defective graph regions in each stage based on Escape Hardness. (1)               From the entry point to the vicinity of the query.               We propose               R               eachability               Fix               ing (RFix), which enhances the navigability of some key nodes. (2)               Searching within the vicinity of the query.               We propose               N               eighboring               G               raph Defects               Fix               ing (NGFix) to improve graph connectivity in regions where queries are densely distributed. The results of extensive experiments show that our method outperforms other state-of-the-art methods on real-world datasets, achieving up to 2.25× faster search speed for OOD queries at 99% recall compared with RoarGraph and 6.88× faster speed compared with HNSW. It also accelerates index construction by 2.35-9.02× compared to RoarGraph.",2101
